Price,Bedrooms,Bathrooms,Land_Area,Year,Status,Furnished,Address,Property_Type
118000.0,1.0,1.0,365.0,2025.0,For Rent,No,Bole,Apartment
119000.0,3.0,2.0,445.0,2025.0,For Rent,Yes,Kirkos,Apartment
120000.0,2.0,2.0,385.0,2025.0,For Rent,Yes,Yeka,Apartment
81000.0,5.0,4.0,320.0,2025.0,For Rent,No,Bole,Apartment
82000.0,3.0,3.0,490.0,2025.0,For Rent,Yes,Lideta,Apartment
83000.0,2.0,1.0,350.0,2025.0,For Rent,Yes,Bole,Apartment
84000.0,4.0,2.0,460.0,2025.0,For Rent,No,Kirkos,Apartment
85000.0,1.0,3.0,300.0,2025.0,For Rent,Yes,Yeka,Apartment
86000.0,3.0,2.0,435.0,2025.0,For Rent,Yes,Bole,Apartment
87000.0,2.0,2.0,375.0,2025.0,For Rent,No,Lemi Kura,Apartment
88000.0,5.0,4.0,415.0,2025.0,For Rent,Yes,Bole,Apartment
89000.0,3.0,3.0,340.0,2025.0,For Rent,Yes,Kirkos,Apartment
91000.0,2.0,1.0,485.0,2025.0,For Rent,No,Yeka,Apartment
92000.0,4.0,2.0,310.0,2025.0,For Rent,Yes,Bole,Apartment
93000.0,1.0,3.0,450.0,2025.0,For Rent,Yes,Lideta,Apartment
94000.0,3.0,2.0,395.0,2025.0,For Rent,No,Bole,Apartment
95000.0,2.0,2.0,330.0,2025.0,For Rent,Yes,Kirkos,Apartment
96000.0,5.0,4.0,470.0,2025.0,For Rent,Yes,Yeka,Apartment
97000.0,3.0,3.0,360.0,2025.0,For Rent,No,Bole,Apartment
98000.0,2.0,1.0,425.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
99000.0,4.0,2.0,305.0,2025.0,For Rent,Yes,Bole,Apartment
101000.0,1.0,3.0,480.0,2025.0,For Rent,No,Kirkos,Apartment
102000.0,3.0,2.0,345.0,2025.0,For Rent,Yes,Yeka,Apartment
103000.0,2.0,2.0,410.0,2025.0,For Rent,Yes,Bole,Apartment
104000.0,5.0,4.0,370.0,2024.0,For Rent,No,Lideta,Apartment
105000.0,3.0,3.0,455.0,2025.0,For Rent,Yes,Bole,Apartment
106000.0,2.0,1.0,315.0,2025.0,For Rent,Yes,Kirkos,Apartment
107000.0,4.0,2.0,490.0,2025.0,For Rent,No,Yeka,Apartment
108000.0,1.0,3.0,335.0,2025.0,For Rent,Yes,Bole,Apartment
109000.0,3.0,2.0,420.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
112000.0,2.0,2.0,380.0,2025.0,For Rent,No,Bole,Apartment
113000.0,5.0,4.0,460.0,2025.0,For Rent,Yes,Kirkos,Apartment
114000.0,3.0,3.0,310.0,2025.0,For Rent,Yes,Yeka,Apartment
115000.0,2.0,1.0,475.0,2025.0,For Rent,No,Bole,Apartment
116000.0,4.0,2.0,350.0,2025.0,For Rent,Yes,Lideta,Apartment
117000.0,1.0,3.0,430.0,2025.0,For Rent,Yes,Bole,Apartment
118000.0,3.0,2.0,390.0,2025.0,For Rent,No,Kirkos,Apartment
119000.0,2.0,2.0,325.0,2025.0,For Rent,Yes,Yeka,Apartment
120000.0,5.0,4.0,485.0,2025.0,For Rent,Yes,Bole,Apartment
81000.0,3.0,3.0,345.0,2025.0,For Rent,No,Lemi Kura,Apartment
82000.0,2.0,1.0,415.0,2025.0,For Rent,Yes,Bole,Apartment
83000.0,4.0,2.0,370.0,2025.0,For Rent,Yes,Kirkos,Apartment
84000.0,1.0,3.0,455.0,2025.0,For Rent,No,Yeka,Apartment
85000.0,3.0,2.0,310.0,2025.0,For Rent,Yes,Bole,Apartment
86000.0,2.0,2.0,490.0,2025.0,For Rent,Yes,Lideta,Apartment
87000.0,5.0,4.0,335.0,2025.0,For Rent,No,Bole,Apartment
88000.0,3.0,3.0,420.0,2025.0,For Rent,Yes,Kirkos,Apartment
89000.0,2.0,1.0,380.0,2025.0,For Rent,Yes,Yeka,Apartment
91000.0,4.0,2.0,465.0,2025.0,For Rent,No,Bole,Apartment
92000.0,1.0,3.0,315.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
93000.0,3.0,2.0,450.0,2025.0,For Rent,Yes,Bole,Apartment
94000.0,2.0,2.0,405.0,2025.0,For Rent,No,Kirkos,Apartment
95000.0,5.0,4.0,360.0,2025.0,For Rent,Yes,Yeka,Apartment
96000.0,3.0,3.0,475.0,2025.0,For Rent,Yes,Bole,Apartment
97000.0,2.0,1.0,330.0,2025.0,For Rent,No,Lideta,Apartment
98000.0,4.0,2.0,410.0,2025.0,For Rent,Yes,Bole,Apartment
99000.0,1.0,3.0,385.0,2025.0,For Rent,Yes,Kirkos,Apartment
101000.0,3.0,2.0,445.0,2025.0,For Rent,No,Yeka,Apartment
102000.0,2.0,2.0,320.0,2025.0,For Rent,Yes,Bole,Apartment
103000.0,5.0,4.0,460.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
104000.0,3.0,3.0,375.0,2025.0,For Rent,No,Bole,Apartment
105000.0,2.0,1.0,435.0,2025.0,For Rent,Yes,Kirkos,Apartment
106000.0,4.0,2.0,310.0,2025.0,For Rent,Yes,Yeka,Apartment
107000.0,1.0,3.0,480.0,2025.0,For Rent,No,Bole,Apartment
108000.0,3.0,2.0,340.0,2025.0,For Rent,Yes,Lideta,Apartment
109000.0,2.0,2.0,415.0,2025.0,For Rent,Yes,Bole,Apartment
112000.0,5.0,4.0,370.0,2025.0,For Rent,No,Kirkos,Apartment
113000.0,3.0,3.0,455.0,2025.0,For Rent,Yes,Yeka,Apartment
114000.0,2.0,1.0,325.0,2025.0,For Rent,Yes,Bole,Apartment
115000.0,4.0,2.0,490.0,2025.0,For Rent,No,Lemi Kura,Apartment
116000.0,1.0,3.0,350.0,2025.0,For Rent,Yes,Bole,Apartment
117000.0,3.0,2.0,430.0,2025.0,For Rent,Yes,Kirkos,Apartment
118000.0,2.0,2.0,395.0,2025.0,For Rent,No,Yeka,Apartment
119000.0,5.0,4.0,310.0,2025.0,For Rent,Yes,Bole,Apartment
120000.0,3.0,3.0,465.0,2025.0,For Rent,Yes,Lideta,Apartment
81000.0,2.0,1.0,375.0,2025.0,For Rent,No,Bole,Apartment
82000.0,4.0,2.0,420.0,2025.0,For Rent,Yes,Kirkos,Apartment
83000.0,1.0,3.0,340.0,2025.0,For Rent,Yes,Yeka,Apartment
84000.0,3.0,2.0,485.0,2025.0,For Rent,No,Bole,Apartment
85000.0,2.0,2.0,355.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
86000.0,5.0,4.0,445.0,2025.0,For Rent,Yes,Bole,Apartment
87000.0,3.0,3.0,315.0,2025.0,For Rent,No,Kirkos,Apartment
88000.0,2.0,1.0,470.0,2025.0,For Rent,Yes,Yeka,Apartment
89000.0,4.0,2.0,380.0,2025.0,For Rent,Yes,Bole,Apartment
91000.0,1.0,3.0,425.0,2025.0,For Rent,No,Lideta,Apartment
92000.0,3.0,2.0,345.0,2025.0,For Rent,Yes,Bole,Apartment
93000.0,2.0,2.0,495.0,2025.0,For Rent,Yes,Kirkos,Apartment
75000.0,1.0,2.0,148.0,2025.0,For Rent,No,Bole,Apartment
12500000.0,3.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
25000000.0,5.0,4.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
8500000.0,3.0,2.0,148.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
70000000.0,3.0,2.0,560.0,2025.0,For Sale,No,Bole,Villa
18000000.0,3.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
120000.0,2.0,2.0,148.0,2025.0,For Rent,Yes,Arada,Apartment
14000000.0,4.0,2.0,230.0,2025.0,For Sale,No,Lemi Kura,Apartment
8300000.0,2.0,2.0,72.0,2025.0,For Sale,No,Lemi Kura,Apartment
120000.0,3.0,2.0,148.0,2025.0,For Sale,Yes,Lemi Kura,Apartment
26000000.0,3.0,2.0,250.0,2025.0,For Sale,No,Lemi Kura,Villa
24500000.0,3.0,2.0,148.0,2025.0,For Sale,Yes,Bole,Apartment
38000000.0,3.0,2.0,400.0,2025.0,For Sale,No,Yeka,Villa
180000.0,3.0,2.0,148.0,2025.0,For Rent,Yes,Bole,Apartment
22000000.0,6.0,3.0,200.0,2025.0,For Sale,No,Lemi Kura,Villa
70000.0,3.0,2.0,200.0,2025.0,For Rent,No,Lemi Kura,Apartment
11000000.0,2.0,2.0,130.0,2025.0,For Sale,No,Bole,Apartment
14000000.0,3.0,2.0,135.0,2025.0,For Sale,No,Bole,Apartment
18000000.0,5.0,3.0,175.0,2025.0,For Sale,No,Lemi Kura,Villa
34000000.0,4.0,3.0,257.0,2025.0,For Sale,No,Yeka,Villa
25000000.0,3.0,2.0,250.0,2025.0,For Sale,No,Lemi Kura,Villa
28000000.0,3.0,2.0,300.0,2025.0,For Sale,No,Lemi Kura,Villa
21000000.0,5.0,3.0,225.0,2025.0,For Sale,No,Lemi Kura,Villa
40000.0,2.0,2.0,148.0,2025.0,For Rent,No,Lemi Kura,Apartment
100000.0,3.0,3.0,148.0,2025.0,For Rent,Yes,Bole,Apartment
100000.0,3.0,2.0,148.0,2025.0,For Rent,Yes,Bole,Apartment
90000.0,2.0,2.0,148.0,2025.0,For Rent,No,Yeka,Apartment
22000000.0,3.0,2.0,180.0,2025.0,For Sale,No,Yeka,Villa
18000000.0,3.0,2.0,209.0,2025.0,For Sale,No,Yeka,Villa
100000000.0,3.0,2.0,250.0,2025.0,For Sale,No,Lemi Kura,Apartment
150000.0,5.0,4.0,148.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
120000.0,3.0,2.0,148.0,2025.0,For Rent,Yes,Lideta,Apartment
99000.0,3.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
18000000.0,3.0,2.0,175.0,2025.0,For Sale,No,Lemi Kura,Villa
120000.0,3.0,2.0,148.0,2025.0,For Rent,Yes,Arada,Apartment
180000.0,2.0,2.0,148.0,2025.0,For Rent,Yes,Bole,Apartment
150000.0,3.0,2.0,148.0,2025.0,For Rent,No,Bole,Apartment
23000000.0,3.0,2.0,148.0,2025.0,For Sale,No,Arada,Apartment
17000000.0,4.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
9500000.0,1.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
6500000.0,1.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
12500000.0,3.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
10500000.0,2.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
55000.0,2.0,2.0,148.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
14500000.0,3.0,2.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
5500000.0,1.0,1.0,148.0,2025.0,For Sale,No,Lemi Kura,Apartment
150000.0,3.0,4.0,148.0,2025.0,For Rent,No,Bole,Apartment
132000.0,2.0,2.0,148.0,2025.0,For Rent,No,Lideta,Apartment
360000.0,3.0,4.0,148.0,2025.0,For Rent,Yes,Lideta,Apartment
360000.0,3.0,3.0,148.0,2025.0,For Rent,Yes,Lideta,Apartment
150000.0,2.0,2.0,148.0,2025.0,For Rent,Yes,Kirkos,Apartment
120000.0,1.0,1.0,148.0,2025.0,For Rent,Yes,Yeka,Apartment
7000000.0,1.0,1.0,1120.0,2025.0,For Sale,No,Bole,Apartment
216000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
23000.0,1.0,1.0,148.0,2024.0,For Rent,No,Lemi Kura,Apartment
90000.0,3.0,3.0,148.0,2024.0,For Rent,No,Nifas Silk-Lafto,Apartment
17000000.0,3.0,3.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
10500000.0,2.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
13500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
25000000.0,3.0,2.0,148.0,2025.0,For Sale,No,Lideta,Apartment
35000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lideta,Apartment
12000000.0,2.0,1.0,148.0,2024.0,For Sale,No,Yeka,Apartment
11000000.0,2.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
6500000.0,1.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
9000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
9000000.0,2.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
300000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
10500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
360000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
252000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Lideta,Apartment
159000.0,4.0,5.0,148.0,2024.0,For Rent,Yes,Yeka,Apartment
29990000.0,2.0,3.0,148.0,2024.0,For Sale,No,Bole,Apartment
86000.0,2.0,2.0,148.0,2024.0,For Rent,No,Arada,Apartment
31000000.0,3.0,2.0,148.0,2025.0,For Sale,No,Bole,Apartment
100000.0,2.0,3.0,148.0,2024.0,For Rent,Yes,Yeka,Apartment
110000.0,3.0,4.0,148.0,2024.0,For Rent,No,Bole,Apartment
110000.0,2.0,2.0,148.0,2024.0,For Rent,No,Bole,Apartment
180000.0,1.0,1.0,148.0,2025.0,For Rent,Yes,Arada,Apartment
480000.0,3.0,4.0,148.0,2024.0,For Rent,No,Bole,Apartment
130000.0,2.0,2.0,148.0,2025.0,For Rent,Yes,Yeka,Apartment
45000000.0,3.0,2.0,300.0,2025.0,For Sale,No,Lemi Kura,Villa
15000000.0,3.0,3.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
13200.0,1.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
7000000.0,2.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
156000.0,1.0,1.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
240000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
120000.0,1.0,1.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
306000.0,1.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
156000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
156000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
25000.0,3.0,2.0,148.0,2024.0,For Rent,No,Lemi Kura,Apartment
130000.0,3.0,3.0,500.0,2025.0,For Rent,No,Nifas Silk-Lafto,Villa
324000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
75000.0,1.0,1.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
300000.0,3.0,2.0,148.0,2024.0,For Rent,No,Bole,Apartment
100000.0,2.0,2.0,148.0,2024.0,For Rent,No,Bole,Apartment
240000.0,2.0,3.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
60000.0,3.0,2.0,148.0,2024.0,For Rent,No,Lemi Kura,Apartment
40000.0,4.0,2.0,148.0,2024.0,For Rent,No,Lemi Kura,Apartment
12500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
45000.0,2.0,2.0,148.0,2024.0,For Rent,No,Gullele,Apartment
16000000.0,3.0,2.0,103.0,2024.0,For Sale,No,Kolfe Keranio,Villa
120000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
17000000.0,3.0,2.0,166.0,2024.0,For Sale,No,Lemi Kura,Villa
15000000.0,3.0,2.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
19000000.0,3.0,2.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
19000000.0,3.0,2.0,170.0,2024.0,For Sale,No,Lemi Kura,Villa
17000000.0,3.0,2.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
17000000.0,4.0,3.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
28500000.0,4.0,3.0,148.0,2024.0,For Sale,No,Yeka,Apartment
15999999.0,2.0,2.0,148.0,2024.0,For Sale,No,Kirkos,Apartment
10500000.0,3.0,2.0,90.0,2024.0,For Sale,No,Lemi Kura,Villa
11500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
360000.0,3.0,3.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
240000.0,3.0,3.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
60000.0,3.0,2.0,148.0,2024.0,For Rent,No,Arada,Apartment
18000000.0,4.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
8000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
31000000.0,3.0,2.0,250.0,2024.0,For Sale,No,Yeka,Villa
11000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
30000000.0,3.0,2.0,250.0,2024.0,For Sale,No,Lemi Kura,Villa
12500000.0,3.0,3.0,235.0,2024.0,For Sale,No,Lemi Kura,Villa
11000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
29990000.0,3.0,3.0,148.0,2024.0,For Sale,No,Bole,Apartment
50000.0,3.0,2.0,148.0,2024.0,For Rent,No,Lemi Kura,Apartment
17500000.0,3.0,2.0,175.0,2024.0,For Sale,No,Lemi Kura,Villa
12500000.0,3.0,2.0,130.0,2024.0,For Sale,No,Lemi Kura,Villa
150000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
18600000.0,3.0,2.0,148.0,2025.0,For Sale,No,Kirkos,Apartment
144000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
59000.0,3.0,2.0,148.0,2024.0,For Rent,No,Kolfe Keranio,Apartment
110000.0,4.0,2.0,148.0,2025.0,For Rent,Yes,Lemi Kura,Apartment
35000000.0,3.0,2.0,250.0,2024.0,For Sale,No,Yeka,Villa
276000.0,3.0,2.0,148.0,2025.0,For Rent,Yes,Bole,Apartment
30000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Bole,Apartment
25500000.0,3.0,2.0,250.0,2024.0,For Sale,No,Kolfe Keranio,Villa
40000000.0,3.0,2.0,280.0,2024.0,For Sale,No,Nifas Silk-Lafto,Villa
85000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Yeka,Apartment
85000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Yeka,Apartment
65000.0,1.0,1.0,148.0,2024.0,For Rent,Yes,Yeka,Apartment
30000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Bole,Apartment
14100000.0,3.0,2.0,148.0,2024.0,For Sale,No,Yeka,Apartment
336000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
35000000.0,3.0,2.0,250.0,2024.0,For Sale,No,Bole,Villa
24000000.0,3.0,2.0,165.0,2024.0,For Sale,No,Nifas Silk-Lafto,Villa
170000000.0,3.0,2.0,3000.0,2024.0,For Sale,No,Kolfe Keranio,Villa
14100000.0,3.0,2.0,148.0,2024.0,For Sale,No,Yeka,Apartment
336000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
264000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Lideta,Apartment
110000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
14000000.0,3.0,3.0,165.0,2024.0,For Sale,No,Lemi Kura,Villa
40000000.0,3.0,2.0,400.0,2024.0,For Sale,No,Yeka,Villa
50000.0,3.0,2.0,148.0,2024.0,For Rent,No,Arada,Apartment
12000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
100000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
95000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
240000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
20000000.0,2.0,2.0,148.0,2024.0,For Sale,No,Arada,Apartment
180000.0,1.0,2.0,148.0,2024.0,For Rent,Yes,Lideta,Apartment
180000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
55000.0,3.0,2.0,148.0,2024.0,For Rent,No,Kirkos,Apartment
22000000.0,3.0,3.0,200.0,2024.0,For Sale,No,Lemi Kura,Villa
19000000.0,3.0,3.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
45000.0,2.0,2.0,148.0,2024.0,For Rent,No,Bole,Apartment
18000000.0,2.0,2.0,148.0,2024.0,For Sale,No,Yeka,Apartment
9000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
35000000.0,3.0,2.0,350.0,2024.0,For Sale,No,Lemi Kura,Villa
120000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
17000000.0,3.0,3.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
8500000.0,2.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
30000000.0,3.0,3.0,247.0,2024.0,For Sale,No,Nifas Silk-Lafto,Villa
90000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Lemi Kura,Apartment
15000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
13000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
13000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
13500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
8500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
8000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
15000000.0,3.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
12500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
9500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
9800000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
8500000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
11500000.0,2.0,2.0,148.0,2024.0,For Sale,No,Yeka,Apartment
8700000.0,3.0,2.0,148.0,2024.0,For Sale,No,Nifas Silk-Lafto,Apartment
120000.0,1.0,1.0,148.0,2024.0,For Rent,Yes,Kolfe Keranio,Apartment
20000000.0,2.0,2.0,148.0,2024.0,For Sale,No,Lemi Kura,Apartment
42000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Lideta,Apartment
30000000.0,3.0,2.0,280.0,2024.0,For Sale,No,Yeka,Villa
29000000.0,3.0,2.0,261.0,2024.0,For Sale,No,Bole,Villa
25000000.0,3.0,2.0,250.0,2024.0,For Sale,No,Lemi Kura,Villa
90000.0,3.0,2.0,148.0,2024.0,For Rent,Yes,Bole,Apartment
30000.0,3.0,2.0,200.0,2024.0,For Rent,No,Addis Ketema,Villa
15500000.0,3.0,2.0,175.0,2024.0,For Sale,No,Yeka,Villa
60000000.0,3.0,2.0,1122.0,2024.0,For Sale,No,Yeka,Villa
16000000.0,3.0,2.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
20000000.0,3.0,2.0,150.0,2024.0,For Sale,No,Lemi Kura,Villa
250000.0,2.0,3.0,148.0,2024.0,For Rent,No,Bole,Apartment
130000.0,2.0,2.0,148.0,2024.0,For Rent,Yes,Arada,Apartment
